session,timestamp,frame_path,FL,FR,FW,BC,LS,RS,gps_valid,gps_speed,gps_heading,drive,steer,speed,prev_action,action_label,action_name,yolo_person,yolo_object,yolo_area,yolo_pos,yolo_count
20260510_161631,1778412163.0562415,/tmp/autonomous-fyp/laptop/data/images/20260510_161631_1af2fcdb.jpg,118.4,38.3,37.4,13.7,57.3,47.6,1,0.0128611,0.0,FORWARD,STEER_STOP,50,4,0,FORWARD,0,0,0.0,0.0,0
20260510_161631,1778412163.1776376,/tmp/autonomous-fyp/laptop/data/images/20260510_161631_23ffc8e8.jpg,118.4,38.3,37.4,13.7,57.3,38.5,1,0.0128611,0.0,FORWARD,STEER_STOP,50,0,0,FORWARD,0,0,0.0,0.0,0
20260510_161631,1778412163.290056,/tmp/autonomous-fyp/laptop/data/images/20260510_161631_82362794.jpg,118.4,38.3,37.4,13.7,57.3,38.5,1,0.0128611,0.0,FORWARD,STEER_STOP,50,0,0,FORWARD,0,0,0.0,0.0,0
20260510_161631,1778412163.4020598,/tmp/autonomous-fyp/laptop/data/images/20260510_161631_697d37a0.jpg,118.4,38.3,37.4,13.7,57.3,38.5,1,0.0128611,0.0,FORWARD,STEER_STOP,50,0,0,FORWARD,0,0,0.0,0.0,0
20260510_161631,1778412163.513045,/tmp/autonomous-fyp/laptop/data/images/20260510_161631_0c531833.jpg,118.4,38.3,37.4,13.7,57.3,38.5,1,0.0128611,0.0,FORWARD,STEER_STOP,50,0,0,FORWARD,0,0,0.0,0.0,0
20260510_161631,1778412163.6215668,/tmp/autonomous-fyp/laptop/data/images/20260510_161631_bb637278.jpg,118.4,38.3,37.4,13.7,57.3,38.5,1,0.012346656000000001,0.0,FORWARD,STEER_STOP,50,0,0,FORWARD,0,0,0.0,0.0,0
20260510_161631,1778412163.7338192,/tmp/autonomous-fyp/laptop/data/images/20260510_161631_6dfc3a36.jpg,118.4,38.3,37.4,13.7,57.3,38.5,1,0.012346656000000001,0.0,FORWARD,STEER_STOP,50,0,0,FORWARD,0,0,0.0,0.0,0
20260510_161631,1778412163.8455215,/tmp/autonomous-fyp/laptop/data/images/20260510_161631_23f30917.jpg,118.4,38.3,37.4,13.5,57.3,38.5,1,0.012346656000000001,0.0,FORWARD,STEER_STOP,50,0,0,FORWARD,0,0,0.0,0.0,0
20260510_161631,1778412163.9565194,/tmp/autonomous-fyp/laptop/data/images/20260510_161631_52da08e3.jpg,118.4,38.3,37.4,13.5,57.3,38.0,1,0.012346656000000001,0.0,FORWARD,STEER_STOP,50,0,0,FORWARD,0,0,0.0,0.0,0
20260510_161631,1778412164.0675125,/tmp/autonomous-fyp/laptop/data/images/20260510_161631_a26a467e.jpg,118.4,38.3,37.4,13.5,57.3,38.0,1,0.012346656000000001,0.0,FORWARD,STEER_STOP,50,0,0,FORWARD,0,0,0.0,0.0,0
20260510_161631,1778412164.179146,/tmp/autonomous-fyp/laptop/data/images/20260510_161631_aff3bf16.jpg,118.4,38.3,37.4,13.5,57.3,38.0,1,0.012346656000000001,0.0,STOP,STEER_STOP,50,0,4,STOP,0,0,0.0,0.0,0
20260510_161631,1778412164.2889283,/tmp/autonomous-fyp/laptop/data/images/20260510_161631_754dd01b.jpg,118.4,38.3,37.4,13.5,57.3,38.0,1,0.012346656000000001,0.0,STOP,STEER_STOP,50,4,4,STOP,0,0,0.0,0.0,0
20260510_161631,1778412164.399194,/tmp/autonomous-fyp/laptop/data/images/20260510_161631_281830c5.jpg,118.4,38.3,37.4,13.5,57.3,38.0,1,0.012346656000000001,0.0,STOP,STEER_STOP,50,4,4,STOP,0,0,0.0,0.0,0
20260510_161631,1778412164.5116963,/tmp/autonomous-fyp/laptop/data/images/20260510_161631_a6ce45ab.jpg,118.4,38.3,37.4,13.5,57.3,38.0,1,0.012346656000000001,0.0,STOP,STEER_STOP,50,4,4,STOP,0,0,0.0,0.0,0
20260510_161631,1778412164.6222785,/tmp/autonomous-fyp/laptop/data/images/20260510_161631_edf56187.jpg,118.4,38.3,37.4,15.8,57.3,38.0,1,0.009774436,0.0,STOP,STEER_STOP,50,4,4,STOP,0,0,0.0,0.0,0
